generation	tebeforesex	teaftersex	modfreq	replicate	reprmode
10	49.9945	49.9948	0.00848	1	asex
20	49.9925	49.992	0.00806	1	asex
30	49.9904	49.9903	0.00809	1	asex
40	49.9858	49.9858	0.00898	1	asex
50	49.9776	49.9755	0.01138	1	asex
60	49.9785	49.9796	0.01155	1	asex
70	49.9739	49.9746	0.01294	1	asex
80	49.9727	49.9725	0.01269	1	asex
90	49.97	49.9717	0.01261	1	asex
100	49.9601	49.9583	0.01507	1	asex
110	49.9543	49.9548	0.01407	1	asex
120	49.9592	49.9618	0.01299	1	asex
130	49.9526	49.9503	0.01367	1	asex
140	49.9428	49.9413	0.01303	1	asex
150	49.9391	49.941	0.01273	1	asex
160	49.9359	49.9361	0.01208	1	asex
170	49.9469	49.9498	0.01133	1	asex
180	49.9457	49.9441	0.01383	1	asex
190	49.9269	49.9286	0.01545	1	asex
200	49.914	49.9166	0.01483	1	asex
210	49.9082	49.9075	0.01662	1	asex
220	49.9023	49.902	0.01595	1	asex
230	49.8905	49.8905	0.01609	1	asex
240	49.8826	49.8892	0.01588	1	asex
250	49.8802	49.8764	0.01657	1	asex
260	49.8701	49.8737	0.01703	1	asex
270	49.8754	49.8773	0.01573	1	asex
280	49.8892	49.8845	0.01388	1	asex
290	49.8689	49.8735	0.0142	1	asex
300	49.8915	49.8909	0.01214	1	asex
310	49.885	49.8845	0.01283	1	asex
320	49.8846	49.8864	0.01193	1	asex
330	49.8768	49.8782	0.01267	1	asex
340	49.8571	49.8545	0.01411	1	asex
350	49.8512	49.8476	0.01522	1	asex
360	49.861	49.8593	0.01434	1	asex
370	49.8338	49.8344	0.0154	1	asex
380	49.802	49.7966	0.01811	1	asex
390	49.7815	49.7846	0.01835	1	asex
400	49.7615	49.7598	0.01972	1	asex
410	49.7663	49.7708	0.01873	1	asex
420	49.7482	49.7495	0.0204	1	asex
430	49.7433	49.7408	0.01966	1	asex
440	49.7349	49.7331	0.02063	1	asex
450	49.6819	49.6768	0.02428	1	asex
460	49.6949	49.6808	0.02453	1	asex
470	49.6566	49.6463	0.02743	1	asex
480	49.6327	49.6245	0.02881	1	asex
490	49.6026	49.6059	0.03	1	asex
500	49.6115	49.6188	0.0275	1	asex
510	49.6356	49.639	0.02505	1	asex
520	49.6735	49.6732	0.02172	1	asex
530	49.6186	49.6096	0.02416	1	asex
540	49.5574	49.5396	0.02951	1	asex
550	49.4905	49.494	0.0335	1	asex
560	49.5227	49.5213	0.03187	1	asex
570	49.5086	49.5139	0.03315	1	asex
580	49.4904	49.4918	0.03546	1	asex
590	49.475	49.4627	0.03734	1	asex
600	49.4378	49.436	0.03925	1	asex
610	49.4128	49.414	0.03878	1	asex
620	49.4181	49.4255	0.03882	1	asex
630	49.3602	49.343	0.04489	1	asex
640	49.2513	49.251	0.04996	1	asex
650	49.1867	49.1859	0.05418	1	asex
660	49.183	49.1799	0.05441	1	asex
670	49.1527	49.1511	0.05475	1	asex
680	49.0649	49.0671	0.05951	1	asex
690	48.9853	48.9804	0.06367	1	asex
700	48.886	48.8836	0.06893	1	asex
710	48.7489	48.7372	0.07593	1	asex
720	48.6919	48.6884	0.0787	1	asex
730	48.7125	48.7079	0.07656	1	asex
740	48.703	48.684	0.07711	1	asex
750	48.5433	48.5264	0.08443	1	asex
760	48.4791	48.4446	0.08719	1	asex
770	48.28	48.2712	0.09525	1	asex
780	48.1558	48.1472	0.10043	1	asex
790	48.0947	48.0902	0.10308	1	asex
800	48.0134	48.003	0.10681	1	asex
810	47.85	47.8531	0.11316	1	asex
820	47.6618	47.6503	0.12311	1	asex
830	47.4648	47.4433	0.13333	1	asex
840	47.2443	47.2361	0.14268	1	asex
850	47.0508	47.0036	0.15258	1	asex
860	46.7805	46.7305	0.16533	1	asex
870	46.5286	46.4884	0.17504	1	asex
880	46.1784	46.1365	0.18917	1	asex
890	45.7268	45.7156	0.2071	1	asex
900	45.528	45.4969	0.21841	1	asex
910	45.2152	45.192	0.23209	1	asex
920	44.8224	44.8151	0.2496	1	asex
930	44.5865	44.5442	0.26227	1	asex
940	44.1311	44.0798	0.28373	1	asex
950	43.56	43.5112	0.30887	1	asex
960	43.2431	43.178	0.32272	1	asex
970	42.4636	42.4048	0.35741	1	asex
980	41.896	41.7974	0.38098	1	asex
990	41.2975	41.2964	0.40143	1	asex
10	49.9937	49.9943	0.0093	2	asex
20	49.9873	49.9871	0.00962	2	asex
30	49.9824	49.9833	0.01039	2	asex
40	49.9812	49.9818	0.0104	2	asex
50	49.9777	49.9769	0.00966	2	asex
60	49.9751	49.9763	0.01003	2	asex
70	49.9693	49.9676	0.01184	2	asex
80	49.9656	49.9664	0.01154	2	asex
90	49.9655	49.9668	0.01094	2	asex
100	49.9629	49.9634	0.01093	2	asex
110	49.951	49.9509	0.01123	2	asex
120	49.9493	49.9494	0.01088	2	asex
130	49.9432	49.9434	0.01206	2	asex
140	49.9377	49.9389	0.01173	2	asex
150	49.9288	49.9308	0.01156	2	asex
160	49.9264	49.929	0.01181	2	asex
170	49.9244	49.9218	0.01284	2	asex
180	49.9147	49.9172	0.0135	2	asex
190	49.9025	49.9069	0.01462	2	asex
200	49.9109	49.9108	0.01544	2	asex
210	49.899	49.8975	0.01704	2	asex
220	49.9051	49.9058	0.01524	2	asex
230	49.8797	49.881	0.01645	2	asex
240	49.8887	49.892	0.01634	2	asex
250	49.874	49.8796	0.01724	2	asex
260	49.8683	49.8671	0.01832	2	asex
270	49.8598	49.8607	0.02025	2	asex
280	49.8711	49.8634	0.02072	2	asex
290	49.8585	49.855	0.02149	2	asex
300	49.8398	49.8398	0.02307	2	asex
310	49.8353	49.8336	0.02338	2	asex
320	49.8281	49.8225	0.02367	2	asex
330	49.8032	49.797	0.02558	2	asex
340	49.8099	49.8093	0.02426	2	asex
350	49.7868	49.7884	0.02409	2	asex
360	49.7665	49.765	0.02571	2	asex
370	49.7333	49.7222	0.0292	2	asex
380	49.7107	49.7035	0.03133	2	asex
390	49.6808	49.6792	0.0323	2	asex
400	49.6503	49.6556	0.03378	2	asex
410	49.6445	49.6356	0.03478	2	asex
420	49.6118	49.6112	0.03565	2	asex
430	49.5776	49.5691	0.03872	2	asex
440	49.5183	49.5042	0.04458	2	asex
450	49.4633	49.4553	0.04744	2	asex
460	49.4387	49.4401	0.04829	2	asex
470	49.4416	49.434	0.04903	2	asex
480	49.3446	49.3442	0.05591	2	asex
490	49.2919	49.3114	0.05797	2	asex
500	49.3019	49.2816	0.0589	2	asex
510	49.188	49.1702	0.06676	2	asex
520	49.0895	49.1048	0.07038	2	asex
530	49.0714	49.0651	0.07149	2	asex
540	48.9945	48.9907	0.0757	2	asex
550	48.9973	48.9907	0.07528	2	asex
560	48.9284	48.9069	0.08096	2	asex
570	48.8397	48.8295	0.08637	2	asex
580	48.7478	48.7284	0.09154	2	asex
590	48.6606	48.6583	0.09556	2	asex
600	48.5513	48.5418	0.10226	2	asex
610	48.3593	48.3442	0.11464	2	asex
620	48.2808	48.2626	0.11874	2	asex
630	48.1563	48.1816	0.12421	2	asex
640	48.0732	48.0767	0.12881	2	asex
650	47.977	47.9574	0.13561	2	asex
660	47.7976	47.7838	0.14581	2	asex
670	47.7088	47.6737	0.15111	2	asex
680	47.4633	47.4341	0.16393	2	asex
690	47.2602	47.2471	0.17314	2	asex
700	47.0902	47.0928	0.17982	2	asex
710	46.9137	46.8995	0.18877	2	asex
720	46.7498	46.6862	0.2012	2	asex
730	46.5513	46.5523	0.2069	2	asex
740	46.384	46.3428	0.21596	2	asex
750	45.9464	45.9136	0.23764	2	asex
760	45.7081	45.6442	0.25063	2	asex
770	45.4312	45.3974	0.26109	2	asex
780	45.1878	45.1763	0.27004	2	asex
790	44.9505	44.9066	0.28224	2	asex
800	44.6461	44.6639	0.29561	2	asex
810	44.4507	44.4493	0.30384	2	asex
820	44.19	44.1807	0.31531	2	asex
830	43.8587	43.8128	0.3324	2	asex
840	43.5476	43.497	0.34733	2	asex
850	43.037	42.971	0.37154	2	asex
860	42.5001	42.4489	0.39547	2	asex
870	42.0887	42.0072	0.41721	2	asex
880	41.514	41.4622	0.44219	2	asex
890	40.8908	40.8366	0.46979	2	asex
900	40.3281	40.2846	0.49502	2	asex
910	39.7185	39.6921	0.51894	2	asex
920	39.0724	39.0481	0.54675	2	asex
930	38.6139	38.5018	0.56901	2	asex
940	38.0545	38.0266	0.58557	2	asex
950	37.6061	37.557	0.60254	2	asex
960	37.0303	36.9809	0.62332	2	asex
970	36.4429	36.4534	0.64259	2	asex
980	35.9791	35.8909	0.66333	2	asex
990	35.4362	35.3715	0.68107	2	asex
10	49.9901	49.9907	0.01004	3	asex
20	49.9892	49.9894	0.00882	3	asex
30	49.9883	49.9875	0.00837	3	asex
40	49.9865	49.9862	0.008	3	asex
50	49.9814	49.982	0.00636	3	asex
60	49.9761	49.9784	0.00617	3	asex
70	49.974	49.9741	0.00719	3	asex
80	49.9698	49.971	0.00713	3	asex
90	49.9745	49.9731	0.00628	3	asex
100	49.9679	49.9666	0.00695	3	asex
110	49.9549	49.9581	0.00822	3	asex
120	49.9477	49.9467	0.00995	3	asex
130	49.9397	49.9417	0.0101	3	asex
140	49.9404	49.9401	0.00975	3	asex
150	49.9395	49.9405	0.00928	3	asex
160	49.9437	49.9447	0.00831	3	asex
170	49.9369	49.9382	0.00844	3	asex
180	49.9308	49.9298	0.00897	3	asex
190	49.9211	49.9226	0.01009	3	asex
200	49.9107	49.9143	0.01074	3	asex
210	49.8869	49.8865	0.01333	3	asex
220	49.8779	49.8784	0.0136	3	asex
230	49.8504	49.8574	0.0153	3	asex
240	49.8371	49.8373	0.018	3	asex
250	49.8053	49.8018	0.02138	3	asex
260	49.7657	49.7787	0.02278	3	asex
270	49.7335	49.7311	0.02651	3	asex
280	49.7094	49.7064	0.02807	3	asex
290	49.6623	49.6678	0.03047	3	asex
300	49.6629	49.6576	0.03033	3	asex
310	49.6071	49.6001	0.03365	3	asex
320	49.5597	49.5536	0.03709	3	asex
330	49.5343	49.5392	0.03715	3	asex
340	49.5114	49.5114	0.03796	3	asex
350	49.5177	49.5229	0.03605	3	asex
360	49.4794	49.4667	0.03916	3	asex
370	49.4342	49.4327	0.0411	3	asex
380	49.3698	49.3714	0.04522	3	asex
390	49.3172	49.3041	0.04925	3	asex
400	49.2326	49.2272	0.05507	3	asex
410	49.1618	49.1589	0.05907	3	asex
420	49.1021	49.092	0.06362	3	asex
430	49.0101	49.0142	0.06875	3	asex
440	48.9271	48.9213	0.07411	3	asex
450	48.8495	48.8543	0.07745	3	asex
460	48.8002	48.776	0.08205	3	asex
470	48.719	48.7371	0.08405	3	asex
480	48.6614	48.6507	0.08802	3	asex
490	48.5587	48.5324	0.096	3	asex
500	48.504	48.4696	0.09894	3	asex
510	48.3441	48.3208	0.10756	3	asex
520	48.1661	48.1313	0.11834	3	asex
530	48.0677	48.0234	0.12467	3	asex
540	47.8748	47.8382	0.13436	3	asex
550	47.7409	47.678	0.14202	3	asex
560	47.5124	47.5391	0.15058	3	asex
570	47.2553	47.2523	0.16515	3	asex
580	47.0725	47.0643	0.1739	3	asex
590	47.0366	47.0073	0.17586	3	asex
600	46.673	46.6321	0.19541	3	asex
610	46.3806	46.4104	0.2052	3	asex
620	46.1547	46.1366	0.21746	3	asex
630	45.7637	45.7482	0.23337	3	asex
640	45.3397	45.2491	0.25661	3	asex
650	45.0414	44.9718	0.26805	3	asex
660	44.6666	44.6463	0.284	3	asex
670	44.4016	44.375	0.29355	3	asex
680	44.1569	44.1154	0.30474	3	asex
690	43.8026	43.7616	0.31888	3	asex
700	43.3422	43.2615	0.33873	3	asex
710	42.6824	42.6786	0.36529	3	asex
720	42.22	42.1791	0.38921	3	asex
730	41.6555	41.5815	0.41537	3	asex
740	41.0853	41.0752	0.43874	3	asex
750	40.486	40.4115	0.46438	3	asex
760	39.8201	39.7958	0.4867	3	asex
770	39.3735	39.3627	0.50177	3	asex
780	38.7847	38.8007	0.52447	3	asex
790	38.0642	38.1198	0.55029	3	asex
800	37.4275	37.3789	0.57831	3	asex
810	36.8659	36.8846	0.59526	3	asex
820	36.2506	36.1719	0.62256	3	asex
830	35.5128	35.4762	0.6499	3	asex
840	34.7741	34.6653	0.67952	3	asex
850	34.1562	34.0814	0.69881	3	asex
860	33.3736	33.3351	0.72671	3	asex
870	32.8449	32.7764	0.74539	3	asex
880	32.2232	32.1084	0.76567	3	asex
890	31.6096	31.5577	0.7807	3	asex
900	31.0689	31.0361	0.79745	3	asex
910	30.5397	30.539	0.8132	3	asex
920	30.1397	30.0674	0.82678	3	asex
930	29.4704	29.4413	0.84339	3	asex
940	28.9209	28.9059	0.85846	3	asex
950	28.478	28.4355	0.87142	3	asex
960	27.8579	27.8442	0.88749	3	asex
970	27.6258	27.6109	0.89085	3	asex
980	27.1967	27.1478	0.90272	3	asex
990	26.8399	26.8287	0.90823	3	asex
10	49.9916	49.9924	0.00989	4	asex
20	49.9882	49.9887	0.0095	4	asex
30	49.9874	49.9876	0.01047	4	asex
40	49.9839	49.9858	0.00945	4	asex
50	49.9834	49.985	0.00963	4	asex
60	49.9796	49.9791	0.01215	4	asex
70	49.9678	49.9676	0.01222	4	asex
80	49.9591	49.9576	0.01185	4	asex
90	49.9519	49.9524	0.01214	4	asex
100	49.9455	49.9466	0.01295	4	asex
110	49.9434	49.9445	0.01263	4	asex
120	49.9399	49.9394	0.01216	4	asex
130	49.9393	49.9407	0.01165	4	asex
140	49.9307	49.9314	0.01167	4	asex
150	49.9217	49.923	0.01272	4	asex
160	49.927	49.9286	0.01096	4	asex
170	49.9206	49.9222	0.01132	4	asex
180	49.924	49.9233	0.01022	4	asex
190	49.9252	49.9228	0.00985	4	asex
200	49.9166	49.918	0.00982	4	asex
210	49.9124	49.9128	0.00944	4	asex
220	49.9036	49.9088	0.0099	4	asex
230	49.8989	49.9009	0.0107	4	asex
240	49.902	49.8981	0.00971	4	asex
250	49.8939	49.8945	0.00949	4	asex
260	49.8809	49.8797	0.01086	4	asex
270	49.8645	49.8657	0.01157	4	asex
280	49.8602	49.8609	0.01115	4	asex
290	49.8795	49.8788	0.00898	4	asex
300	49.8743	49.8733	0.00776	4	asex
310	49.8756	49.875	0.00793	4	asex
320	49.872	49.87	0.00849	4	asex
330	49.8463	49.8444	0.01015	4	asex
340	49.8447	49.8466	0.00937	4	asex
350	49.8271	49.8333	0.0096	4	asex
360	49.8327	49.8324	0.01019	4	asex
370	49.8302	49.8269	0.01066	4	asex
380	49.8274	49.8311	0.01013	4	asex
390	49.852	49.8539	0.00797	4	asex
400	49.8532	49.8517	0.00881	4	asex
410	49.8392	49.8403	0.00949	4	asex
420	49.8489	49.8435	0.00942	4	asex
430	49.8361	49.84	0.00998	4	asex
440	49.8387	49.8448	0.00954	4	asex
450	49.8259	49.8261	0.01104	4	asex
460	49.8153	49.8173	0.01141	4	asex
470	49.8002	49.7983	0.01335	4	asex
480	49.7872	49.7878	0.0134	4	asex
490	49.7656	49.7693	0.01544	4	asex
500	49.7567	49.7574	0.01727	4	asex
510	49.7381	49.7427	0.01768	4	asex
520	49.7309	49.7407	0.0175	4	asex
530	49.7497	49.7536	0.01603	4	asex
540	49.7265	49.7238	0.01851	4	asex
550	49.7099	49.7087	0.02056	4	asex
560	49.7237	49.7171	0.01926	4	asex
570	49.6818	49.6948	0.01965	4	asex
580	49.6804	49.6732	0.02022	4	asex
590	49.649	49.6531	0.02216	4	asex
600	49.6362	49.6421	0.02352	4	asex
610	49.6127	49.6224	0.02504	4	asex
620	49.6446	49.6504	0.02245	4	asex
630	49.5945	49.598	0.02692	4	asex
640	49.5695	49.5759	0.02791	4	asex
650	49.5283	49.5251	0.0311	4	asex
660	49.4867	49.4734	0.03395	4	asex
670	49.4875	49.4998	0.03114	4	asex
680	49.4929	49.4894	0.03343	4	asex
690	49.4832	49.4877	0.03254	4	asex
700	49.4962	49.4946	0.03234	4	asex
710	49.4629	49.4653	0.03389	4	asex
720	49.3779	49.3865	0.0392	4	asex
730	49.3705	49.3787	0.03773	4	asex
740	49.372	49.3836	0.03705	4	asex
750	49.3689	49.3627	0.03719	4	asex
760	49.2803	49.264	0.04331	4	asex
770	49.1992	49.185	0.04783	4	asex
780	49.1552	49.1538	0.05	4	asex
790	49.0342	49.0401	0.05795	4	asex
800	49.002	48.9896	0.06002	4	asex
810	48.8861	48.8571	0.06757	4	asex
820	48.8117	48.8027	0.07038	4	asex
830	48.7923	48.7904	0.07073	4	asex
840	48.7748	48.7456	0.0724	4	asex
850	48.7127	48.7147	0.07294	4	asex
860	48.6031	48.5889	0.08022	4	asex
870	48.4778	48.4509	0.08698	4	asex
880	48.2779	48.2864	0.09543	4	asex
890	48.1839	48.1767	0.10093	4	asex
900	47.9785	47.9747	0.11254	4	asex
910	47.7817	47.795	0.12159	4	asex
920	47.6604	47.6484	0.12864	4	asex
930	47.5361	47.542	0.1324	4	asex
940	47.4008	47.3908	0.13949	4	asex
950	47.2397	47.2043	0.1489	4	asex
960	47.1709	47.1441	0.15167	4	asex
970	46.9411	46.8626	0.16511	4	asex
980	46.7193	46.7119	0.17124	4	asex
990	46.3419	46.3339	0.18981	4	asex
10	49.9869	49.9866	0.01127	5	asex
20	49.9825	49.9829	0.01189	5	asex
30	49.9737	49.9756	0.01309	5	asex
40	49.9679	49.9691	0.01551	5	asex
50	49.9661	49.9657	0.01361	5	asex
60	49.958	49.9581	0.01384	5	asex
70	49.9515	49.9524	0.01307	5	asex
80	49.9497	49.9486	0.0131	5	asex
90	49.9517	49.9502	0.01238	5	asex
100	49.9503	49.951	0.01278	5	asex
110	49.9459	49.9475	0.01377	5	asex
120	49.943	49.9437	0.01458	5	asex
130	49.9306	49.9299	0.01574	5	asex
140	49.9179	49.9214	0.01776	5	asex
150	49.9057	49.9055	0.01933	5	asex
160	49.9037	49.9066	0.01922	5	asex
170	49.9066	49.9072	0.01905	5	asex
180	49.8991	49.902	0.01957	5	asex
190	49.8837	49.8826	0.02102	5	asex
200	49.8525	49.8549	0.02538	5	asex
210	49.8443	49.8428	0.02676	5	asex
220	49.8329	49.8352	0.02605	5	asex
230	49.8242	49.828	0.02634	5	asex
240	49.8189	49.8224	0.02555	5	asex
250	49.8052	49.806	0.02657	5	asex
260	49.7883	49.7838	0.02779	5	asex
270	49.7841	49.7866	0.02545	5	asex
280	49.7813	49.783	0.02519	5	asex
290	49.7683	49.7696	0.02587	5	asex
300	49.7595	49.7551	0.0279	5	asex
310	49.7473	49.7457	0.02843	5	asex
320	49.7307	49.7229	0.02965	5	asex
330	49.6934	49.6932	0.03137	5	asex
340	49.6898	49.6934	0.02975	5	asex
350	49.6615	49.6637	0.03318	5	asex
360	49.5896	49.5926	0.03993	5	asex
370	49.5867	49.5824	0.04016	5	asex
380	49.5652	49.5665	0.04327	5	asex
390	49.5264	49.5374	0.04465	5	asex
400	49.5397	49.5373	0.04416	5	asex
410	49.5033	49.508	0.04702	5	asex
420	49.4754	49.4718	0.05001	5	asex
430	49.4542	49.4541	0.05036	5	asex
440	49.4558	49.4454	0.05094	5	asex
450	49.4346	49.4159	0.05224	5	asex
460	49.3449	49.3445	0.05802	5	asex
470	49.2933	49.2922	0.06329	5	asex
480	49.2771	49.2716	0.06492	5	asex
490	49.243	49.2476	0.06793	5	asex
500	49.2099	49.2114	0.06918	5	asex
510	49.1573	49.1559	0.07249	5	asex
520	49.1149	49.0926	0.07747	5	asex
530	48.9954	48.9656	0.08653	5	asex
540	48.8745	48.8488	0.09546	5	asex
550	48.7873	48.7726	0.09933	5	asex
560	48.6356	48.6201	0.10912	5	asex
570	48.6206	48.5876	0.11155	5	asex
580	48.5018	48.4639	0.11988	5	asex
590	48.4247	48.4273	0.11997	5	asex
600	48.3107	48.2999	0.12888	5	asex
610	48.1774	48.1777	0.13434	5	asex
620	48.0504	48.0568	0.14094	5	asex
630	47.9298	47.9275	0.14845	5	asex
640	47.8308	47.8115	0.15437	5	asex
650	47.7217	47.7015	0.15976	5	asex
660	47.5352	47.5224	0.17114	5	asex
670	47.4697	47.4855	0.17279	5	asex
680	47.3281	47.319	0.18205	5	asex
690	47.1172	47.1001	0.19492	5	asex
700	46.8756	46.8403	0.20921	5	asex
710	46.6858	46.6958	0.21634	5	asex
720	46.4804	46.452	0.22841	5	asex
730	46.1374	46.1225	0.24421	5	asex
740	45.8118	45.8175	0.25806	5	asex
750	45.6084	45.5889	0.26888	5	asex
760	45.3481	45.3496	0.28206	5	asex
770	45.1059	45.1105	0.29337	5	asex
780	44.8455	44.8551	0.30514	5	asex
790	44.5324	44.4759	0.32411	5	asex
800	44.1601	44.1248	0.34059	5	asex
810	43.6883	43.67	0.36128	5	asex
820	43.2665	43.24	0.38124	5	asex
830	42.8877	42.8144	0.40089	5	asex
840	42.4244	42.4035	0.41948	5	asex
850	42.0041	41.9466	0.43937	5	asex
860	41.5004	41.4613	0.462	5	asex
870	41.0672	41.0171	0.48151	5	asex
880	40.3922	40.318	0.51425	5	asex
890	39.8335	39.7985	0.53745	5	asex
900	39.2885	39.2038	0.56258	5	asex
910	38.6484	38.6041	0.58869	5	asex
920	38.0344	37.9997	0.61364	5	asex
930	37.6186	37.5787	0.62874	5	asex
940	37.1121	37.0709	0.64735	5	asex
950	36.7306	36.6948	0.661	5	asex
960	36.1651	36.1534	0.68173	5	asex
970	35.6723	35.6034	0.70185	5	asex
980	35.1779	35.0832	0.72122	5	asex
990	34.6095	34.6067	0.73902	5	asex
10	49.9955	49.9955	0.00697	6	asex
20	49.9949	49.9946	0.00756	6	asex
30	49.9922	49.9935	0.00611	6	asex
40	49.987	49.9882	0.00599	6	asex
50	49.9857	49.9858	0.005	6	asex
60	49.986	49.9853	0.00405	6	asex
70	49.9861	49.986	0.00366	6	asex
80	49.986	49.9879	0.00335	6	asex
90	49.9878	49.9869	0.00285	6	asex
100	49.9897	49.9897	0.00255	6	asex
110	49.9867	49.9875	0.00276	6	asex
120	49.9879	49.9881	0.00335	6	asex
130	49.9933	49.9927	0.00281	6	asex
140	49.9907	49.9903	0.00314	6	asex
150	49.9949	49.9954	0.00274	6	asex
160	49.9814	49.9815	0.0036	6	asex
170	49.9779	49.9787	0.00418	6	asex
180	49.9774	49.9797	0.00371	6	asex
190	49.9761	49.979	0.00251	6	asex
200	49.9784	49.9796	0.0027	6	asex
210	49.969	49.9684	0.00301	6	asex
220	49.9561	49.9551	0.00377	6	asex
230	49.9476	49.9481	0.00386	6	asex
240	49.9488	49.9476	0.00459	6	asex
250	49.9402	49.9457	0.00474	6	asex
260	49.9452	49.9437	0.0048	6	asex
270	49.943	49.9418	0.00423	6	asex
280	49.9366	49.9322	0.00497	6	asex
290	49.9096	49.9098	0.00689	6	asex
300	49.8883	49.8853	0.00948	6	asex
310	49.8856	49.8871	0.00932	6	asex
320	49.8798	49.8779	0.00956	6	asex
330	49.8698	49.8668	0.00961	6	asex
340	49.8582	49.8526	0.01012	6	asex
350	49.8318	49.8314	0.01265	6	asex
360	49.8144	49.8158	0.01407	6	asex
370	49.8054	49.8076	0.0145	6	asex
380	49.7938	49.7904	0.01618	6	asex
390	49.7886	49.7911	0.01746	6	asex
400	49.7888	49.7877	0.01791	6	asex
410	49.7648	49.7648	0.01823	6	asex
420	49.7457	49.7547	0.01737	6	asex
430	49.727	49.725	0.02107	6	asex
440	49.7097	49.7168	0.0226	6	asex
450	49.7067	49.705	0.02342	6	asex
460	49.7059	49.6986	0.02427	6	asex
470	49.6909	49.6902	0.02554	6	asex
480	49.6642	49.6564	0.02756	6	asex
490	49.6441	49.6386	0.02761	6	asex
500	49.5957	49.5977	0.03109	6	asex
510	49.5814	49.5824	0.03117	6	asex
520	49.5641	49.5688	0.03026	6	asex
530	49.5688	49.5702	0.02933	6	asex
540	49.5624	49.5603	0.02853	6	asex
550	49.5353	49.5313	0.02995	6	asex
560	49.5147	49.5079	0.03237	6	asex
570	49.5134	49.5093	0.03201	6	asex
580	49.4675	49.4629	0.03625	6	asex
590	49.437	49.4272	0.03766	6	asex
600	49.4083	49.4147	0.03889	6	asex
610	49.3605	49.339	0.04373	6	asex
620	49.299	49.2958	0.04673	6	asex
630	49.2428	49.2286	0.0502	6	asex
640	49.1237	49.1286	0.05671	6	asex
650	49.0767	49.0728	0.0601	6	asex
660	49.02	49.0401	0.06037	6	asex
670	48.9629	48.9572	0.06537	6	asex
680	48.8586	48.8617	0.07122	6	asex
690	48.7768	48.7636	0.07662	6	asex
700	48.6937	48.7032	0.07903	6	asex
710	48.6463	48.652	0.08104	6	asex
720	48.6495	48.6515	0.08099	6	asex
730	48.5442	48.5309	0.08808	6	asex
740	48.4793	48.4811	0.09052	6	asex
750	48.3922	48.377	0.09588	6	asex
760	48.2822	48.2684	0.1015	6	asex
770	48.2331	48.1886	0.10416	6	asex
780	48.0621	48.0471	0.11129	6	asex
790	47.854	47.8464	0.12248	6	asex
800	47.7242	47.7175	0.12835	6	asex
810	47.601	47.5937	0.13435	6	asex
820	47.4985	47.478	0.13952	6	asex
830	47.1819	47.1458	0.15677	6	asex
840	46.9916	46.9665	0.16474	6	asex
850	46.7561	46.7102	0.17723	6	asex
860	46.4876	46.4794	0.18922	6	asex
870	46.1127	46.0891	0.20808	6	asex
880	45.9314	45.9163	0.21489	6	asex
890	45.7674	45.7474	0.22304	6	asex
900	45.4613	45.5033	0.2353	6	asex
910	45.1911	45.1817	0.25039	6	asex
920	44.8139	44.7557	0.27061	6	asex
930	44.5737	44.5636	0.27907	6	asex
940	44.3158	44.3008	0.28953	6	asex
950	43.8438	43.7972	0.31263	6	asex
960	43.4941	43.4435	0.3273	6	asex
970	42.9997	42.9771	0.34582	6	asex
980	42.682	42.6512	0.3601	6	asex
990	42.3015	42.2004	0.37801	6	asex
10	49.991	49.9915	0.01206	7	asex
20	49.9905	49.9902	0.01157	7	asex
30	49.9874	49.9877	0.01199	7	asex
40	49.9895	49.9877	0.0119	7	asex
50	49.9785	49.9793	0.0145	7	asex
60	49.9738	49.9756	0.0149	7	asex
70	49.9718	49.9731	0.01398	7	asex
80	49.9654	49.9671	0.01449	7	asex
90	49.9628	49.9645	0.01449	7	asex
100	49.9528	49.9517	0.01578	7	asex
110	49.9578	49.9581	0.01305	7	asex
120	49.9504	49.951	0.01447	7	asex
130	49.944	49.9412	0.01545	7	asex
140	49.9354	49.936	0.01501	7	asex
150	49.9357	49.9391	0.01464	7	asex
160	49.9395	49.9404	0.01471	7	asex
170	49.9329	49.9323	0.0164	7	asex
180	49.9165	49.9181	0.01655	7	asex
190	49.9131	49.9136	0.01614	7	asex
200	49.9004	49.899	0.01723	7	asex
210	49.9043	49.906	0.01531	7	asex
220	49.9003	49.899	0.01729	7	asex
230	49.898	49.9002	0.01825	7	asex
240	49.8838	49.8871	0.01886	7	asex
250	49.8864	49.8893	0.01989	7	asex
260	49.8614	49.8575	0.02313	7	asex
270	49.8585	49.8537	0.02417	7	asex
280	49.8168	49.8094	0.02847	7	asex
290	49.8069	49.8066	0.03037	7	asex
300	49.7697	49.7709	0.03326	7	asex
310	49.765	49.7737	0.03235	7	asex
320	49.7578	49.756	0.03417	7	asex
330	49.7476	49.7457	0.03317	7	asex
340	49.7276	49.7281	0.0336	7	asex
350	49.6971	49.691	0.03657	7	asex
360	49.6705	49.6846	0.03726	7	asex
370	49.661	49.6549	0.03999	7	asex
380	49.6482	49.6461	0.03946	7	asex
390	49.6212	49.6173	0.04138	7	asex
400	49.5929	49.5951	0.04198	7	asex
410	49.6066	49.6094	0.04088	7	asex
420	49.5849	49.5792	0.04345	7	asex
430	49.539	49.539	0.04696	7	asex
440	49.5018	49.5027	0.04934	7	asex
450	49.4603	49.4461	0.05431	7	asex
460	49.3512	49.3534	0.06034	7	asex
470	49.2878	49.2895	0.06549	7	asex
