generation	tebeforesex	teaftersex	modfreq	replicate	reprmode
430	49.5982	49.5981	0.04095	8	sex
440	49.5749	49.5735	0.04194	8	sex
450	49.5555	49.5569	0.04245	8	sex
460	49.5454	49.5459	0.04132	8	sex
470	49.5366	49.5368	0.0421	8	sex
480	49.506	49.5077	0.04247	8	sex
490	49.502	49.5056	0.03944	8	sex
500	49.5067	49.4979	0.03598	8	sex
510	49.4833	49.4773	0.03627	8	sex
520	49.4491	49.4473	0.03792	8	sex
530	49.4524	49.4522	0.03779	8	sex
540	49.4502	49.4458	0.03753	8	sex
550	49.4318	49.4366	0.04059	8	sex
560	49.4004	49.3967	0.04226	8	sex
570	49.3753	49.3781	0.04136	8	sex
580	49.342	49.3377	0.0424	8	sex
590	49.3198	49.3184	0.04475	8	sex
600	49.2975	49.2915	0.04515	8	sex
610	49.2726	49.2725	0.04971	8	sex
620	49.2578	49.2612	0.04717	8	sex
630	49.2687	49.2661	0.04779	8	sex
640	49.2437	49.2414	0.04927	8	sex
650	49.2157	49.2155	0.04818	8	sex
660	49.1633	49.1619	0.0522	8	sex
670	49.1612	49.1548	0.05519	8	sex
680	49.1197	49.1155	0.05707	8	sex
690	49.1005	49.0977	0.05756	8	sex
700	49.0863	49.0876	0.05837	8	sex
710	49.068	49.072	0.05817	8	sex
720	49.0411	49.0354	0.05616	8	sex
730	49.0323	49.0375	0.05453	8	sex
740	49.008	49.0079	0.05247	8	sex
750	49.0101	49.0079	0.04677	8	sex
760	48.9598	48.9601	0.04739	8	sex
770	48.95	48.9511	0.04645	8	sex
780	48.938	48.929	0.04629	8	sex
790	48.9227	48.9173	0.04866	8	sex
800	48.9017	48.905	0.05031	8	sex
810	48.9191	48.9101	0.04843	8	sex
820	48.8794	48.8886	0.04611	8	sex
830	48.8653	48.8589	0.04672	8	sex
840	48.8284	48.8264	0.0475	8	sex
850	48.8132	48.8109	0.04847	8	sex
860	48.7611	48.758	0.05285	8	sex
870	48.7425	48.7254	0.05337	8	sex
880	48.6951	48.7005	0.05268	8	sex
890	48.7048	48.7038	0.05297	8	sex
900	48.666	48.6816	0.05718	8	sex
910	48.6585	48.6688	0.05525	8	sex
920	48.6739	48.6652	0.05561	8	sex
930	48.6342	48.6342	0.05693	8	sex
940	48.5972	48.5883	0.05741	8	sex
950	48.5714	48.5629	0.06008	8	sex
960	48.5676	48.5802	0.0563	8	sex
970	48.5286	48.5298	0.05498	8	sex
980	48.5072	48.5052	0.05389	8	sex
990	48.4795	48.484	0.05283	8	sex
10	49.9922	49.9922	0.00972	9	sex
20	49.9887	49.9891	0.00884	9	sex
30	49.9844	49.984	0.01053	9	sex
40	49.9776	49.9786	0.01322	9	sex
50	49.9723	49.9747	0.01429	9	sex
60	49.9663	49.965	0.01363	9	sex
70	49.9605	49.9595	0.01424	9	sex
80	49.9523	49.9511	0.01338	9	sex
90	49.9489	49.9491	0.01313	9	sex
100	49.9439	49.9431	0.01398	9	sex
110	49.9388	49.939	0.01381	9	sex
120	49.9343	49.9321	0.01658	9	sex
130	49.9193	49.9176	0.01671	9	sex
140	49.9099	49.9123	0.01623	9	sex
150	49.9066	49.9074	0.01568	9	sex
160	49.9051	49.9042	0.01394	9	sex
170	49.8904	49.8893	0.01604	9	sex
180	49.8884	49.8871	0.01442	9	sex
190	49.8896	49.8895	0.01475	9	sex
200	49.8972	49.8959	0.01334	9	sex
210	49.8887	49.8883	0.01372	9	sex
220	49.8825	49.8841	0.01336	9	sex
230	49.8828	49.8845	0.01242	9	sex
240	49.8782	49.8811	0.01298	9	sex
250	49.88	49.8814	0.01385	9	sex
260	49.876	49.878	0.01395	9	sex
270	49.8909	49.8894	0.01315	9	sex
280	49.8797	49.8832	0.01153	9	sex
290	49.8795	49.8786	0.0141	9	sex
300	49.8682	49.872	0.0157	9	sex
310	49.8618	49.8655	0.0147	9	sex
320	49.8678	49.8629	0.01396	9	sex
330	49.8687	49.8709	0.01483	9	sex
340	49.8601	49.8585	0.01619	9	sex
350	49.8428	49.8443	0.01696	9	sex
360	49.8346	49.8315	0.01783	9	sex
370	49.8265	49.8253	0.01672	9	sex
380	49.8186	49.8216	0.01768	9	sex
390	49.8315	49.8255	0.01757	9	sex
400	49.8023	49.8002	0.02003	9	sex
410	49.7851	49.7867	0.01965	9	sex
420	49.7835	49.7852	0.01861	9	sex
430	49.7817	49.7804	0.01693	9	sex
440	49.784	49.7889	0.01619	9	sex
450	49.7813	49.7792	0.01687	9	sex
460	49.7683	49.7682	0.02028	9	sex
470	49.7537	49.7524	0.02167	9	sex
480	49.7448	49.7505	0.01932	9	sex
490	49.7519	49.7477	0.02053	9	sex
500	49.7548	49.7554	0.02031	9	sex
510	49.7533	49.7564	0.01939	9	sex
520	49.7561	49.7623	0.02037	9	sex
530	49.7596	49.7631	0.01906	9	sex
540	49.7552	49.7605	0.01955	9	sex
550	49.7488	49.749	0.0215	9	sex
560	49.7408	49.7427	0.01965	9	sex
570	49.7452	49.751	0.01886	9	sex
580	49.7271	49.7287	0.01881	9	sex
590	49.7048	49.7049	0.02154	9	sex
600	49.6945	49.6962	0.02179	9	sex
610	49.7002	49.7007	0.02085	9	sex
620	49.6785	49.6774	0.02254	9	sex
630	49.6686	49.6629	0.02248	9	sex
640	49.6739	49.6738	0.02575	9	sex
650	49.6518	49.653	0.02671	9	sex
660	49.6418	49.6409	0.02425	9	sex
670	49.6347	49.633	0.02454	9	sex
680	49.6291	49.6288	0.02468	9	sex
690	49.6157	49.6134	0.0295	9	sex
700	49.6095	49.6099	0.02708	9	sex
710	49.584	49.5842	0.02979	9	sex
720	49.5836	49.581	0.02875	9	sex
730	49.5523	49.5581	0.02808	9	sex
740	49.5509	49.5553	0.0268	9	sex
750	49.5349	49.5376	0.02923	9	sex
760	49.5334	49.5382	0.02652	9	sex
770	49.5281	49.5288	0.02841	9	sex
780	49.5143	49.5184	0.02502	9	sex
790	49.4789	49.4667	0.03067	9	sex
800	49.4282	49.4297	0.0323	9	sex
810	49.399	49.4037	0.03844	9	sex
820	49.3745	49.3769	0.03832	9	sex
830	49.3511	49.3526	0.04181	9	sex
840	49.3336	49.332	0.04041	9	sex
850	49.3204	49.3242	0.0409	9	sex
860	49.3032	49.3138	0.03968	9	sex
870	49.3006	49.2954	0.03857	9	sex
880	49.2869	49.284	0.03985	9	sex
890	49.2607	49.2716	0.03864	9	sex
900	49.2324	49.2256	0.04259	9	sex
910	49.2033	49.2007	0.04219	9	sex
920	49.1803	49.1742	0.04134	9	sex
930	49.1785	49.182	0.04445	9	sex
940	49.1635	49.163	0.04728	9	sex
950	49.1337	49.1325	0.05084	9	sex
960	49.1046	49.1032	0.05422	9	sex
970	49.0609	49.0637	0.05812	9	sex
980	49.0662	49.07	0.05719	9	sex
990	49.0412	49.0327	0.06161	9	sex
10	49.9947	49.9959	0.00825	10	sex
20	49.9947	49.9958	0.00595	10	sex
30	49.9916	49.9936	0.00693	10	sex
40	49.9908	49.9912	0.00689	10	sex
50	49.9868	49.987	0.00808	10	sex
60	49.9819	49.9817	0.00899	10	sex
70	49.9793	49.9802	0.00984	10	sex
80	49.9788	49.9797	0.01015	10	sex
90	49.9809	49.9813	0.01039	10	sex
100	49.9773	49.9773	0.01028	10	sex
110	49.9765	49.9764	0.00976	10	sex
120	49.9729	49.9735	0.00883	10	sex
130	49.9662	49.9675	0.0089	10	sex
140	49.9679	49.9688	0.00833	10	sex
150	49.959	49.9607	0.00918	10	sex
160	49.9627	49.9636	0.00876	10	sex
170	49.9637	49.9622	0.00881	10	sex
180	49.9525	49.9535	0.01134	10	sex
190	49.9576	49.9599	0.01081	10	sex
200	49.9566	49.9592	0.0107	10	sex
210	49.9515	49.9492	0.01097	10	sex
220	49.9447	49.9425	0.01184	10	sex
230	49.9352	49.9345	0.01183	10	sex
240	49.9462	49.9466	0.00953	10	sex
250	49.9381	49.9393	0.00973	10	sex
260	49.9297	49.9284	0.01027	10	sex
270	49.9229	49.9244	0.01025	10	sex
280	49.913	49.9149	0.00984	10	sex
290	49.9018	49.9032	0.00885	10	sex
300	49.9049	49.9025	0.00843	10	sex
310	49.885	49.8887	0.00949	10	sex
320	49.8812	49.8741	0.00958	10	sex
330	49.8619	49.8615	0.01009	10	sex
340	49.8436	49.8456	0.01128	10	sex
350	49.8388	49.838	0.01158	10	sex
360	49.8237	49.8292	0.01056	10	sex
370	49.8345	49.8331	0.00973	10	sex
380	49.8303	49.8313	0.00922	10	sex
390	49.8311	49.8349	0.00897	10	sex
400	49.8179	49.8189	0.01085	10	sex
410	49.8168	49.8121	0.01023	10	sex
420	49.8216	49.821	0.01008	10	sex
430	49.8118	49.8115	0.00877	10	sex
440	49.8083	49.8068	0.0086	10	sex
450	49.801	49.8001	0.00768	10	sex
460	49.7895	49.7919	0.00784	10	sex
470	49.8088	49.805	0.0078	10	sex
480	49.8016	49.8037	0.00656	10	sex
490	49.7978	49.803	0.00695	10	sex
500	49.7826	49.7809	0.00703	10	sex
510	49.7681	49.7681	0.00839	10	sex
520	49.7784	49.7797	0.00759	10	sex
530	49.7789	49.7757	0.0078	10	sex
540	49.7755	49.7724	0.00889	10	sex
550	49.7685	49.7664	0.00785	10	sex
560	49.76	49.7603	0.00797	10	sex
570	49.7511	49.7525	0.00897	10	sex
580	49.7455	49.7487	0.01024	10	sex
590	49.7474	49.7471	0.01045	10	sex
600	49.7425	49.7368	0.00999	10	sex
610	49.7254	49.7298	0.00909	10	sex
620	49.7228	49.724	0.00904	10	sex
630	49.7023	49.704	0.00819	10	sex
640	49.6968	49.6965	0.0084	10	sex
650	49.6912	49.694	0.0082	10	sex
660	49.6836	49.6806	0.00794	10	sex
670	49.6793	49.6877	0.00862	10	sex
680	49.6808	49.6867	0.00925	10	sex
690	49.6768	49.6782	0.01061	10	sex
700	49.6706	49.6724	0.01009	10	sex
710	49.6698	49.6711	0.00989	10	sex
720	49.6613	49.6612	0.00834	10	sex
730	49.6655	49.6635	0.00891	10	sex
740	49.6566	49.6545	0.00895	10	sex
750	49.6452	49.643	0.01044	10	sex
760	49.6298	49.6315	0.00996	10	sex
770	49.6352	49.6303	0.0088	10	sex
780	49.6185	49.6165	0.00891	10	sex
790	49.623	49.6375	0.00891	10	sex
800	49.6204	49.6262	0.00671	10	sex
810	49.6184	49.6159	0.00684	10	sex
820	49.6208	49.6189	0.00587	10	sex
830	49.5981	49.5982	0.00649	10	sex
840	49.5806	49.5743	0.00752	10	sex
850	49.5792	49.5812	0.00742	10	sex
860	49.5741	49.5776	0.00804	10	sex
870	49.5686	49.5634	0.00867	10	sex
880	49.564	49.56	0.00845	10	sex
890	49.5394	49.5437	0.008	10	sex
900	49.5459	49.542	0.00743	10	sex
910	49.5351	49.5348	0.0082	10	sex
920	49.5322	49.5313	0.00801	10	sex
930	49.5258	49.5218	0.00821	10	sex
940	49.5183	49.5148	0.0093	10	sex
950	49.5227	49.52	0.00773	10	sex
960	49.5107	49.5055	0.00723	10	sex
970	49.5094	49.5111	0.00815	10	sex
980	49.503	49.5063	0.00785	10	sex
990	49.4917	49.494	0.00814	10	sex
